0.000000000000000000e+00,9.999999999999469313e-01
1.010101010101010187e-02,9.810246440293988179e-01
2.020202020202020374e-02,9.627439416172218767e-01
3.030303030303030387e-02,9.450604333090153464e-01
4.040404040404040747e-02,9.279042850840018009e-01
5.050505050505051108e-02,9.112213151775080400e-01
6.060606060606060774e-02,8.949675855215287745e-01
7.070707070707071829e-02,8.791066090294070712e-01
8.080808080808081495e-02,8.636074462363725335e-01
9.090909090909091161e-02,8.484434844300474676e-01
1.010101010101010222e-01,8.335915637436734915e-01
1.111111111111111188e-01,8.190313349592844849e-01
1.212121212121212155e-01,8.047447736387823847e-01
1.313131313131313260e-01,7.907158038466619576e-01
1.414141414141414366e-01,7.769300010915906052e-01
1.515151515151515194e-01,7.633743540083710588e-01
1.616161616161616299e-01,7.500370705106440550e-01
1.717171717171717404e-01,7.369074182408135165e-01
1.818181818181818232e-01,7.239755918775876431e-01
1.919191919191919338e-01,7.112326017660274280e-01
2.020202020202020443e-01,6.986701796795785624e-01
2.121212121212121271e-01,6.862806984945526434e-01
2.222222222222222376e-01,6.740571032708079224e-01
2.323232323232323482e-01,6.619928517645400357e-01
2.424242424242424310e-01,6.500818628016830081e-01
2.525252525252525415e-01,6.383184712488563228e-01
2.626262626262626521e-01,6.266973885577433734e-01
2.727272727272727626e-01,6.152136680458967222e-01
2.828282828282828731e-01,6.038626742248361934e-01
2.929292929292929282e-01,5.926400556041808709e-01
3.030303030303030387e-01,5.815417204953311492e-01
3.131313131313131493e-01,5.705638154149038632e-01
3.232323232323232598e-01,5.597027057507006909e-01
3.333333333333333703e-01,5.489549584042858754e-01
3.434343434343434809e-01,5.383173261666249765e-01
3.535353535353535914e-01,5.277867336184093316e-01
3.636363636363636465e-01,5.173602643760204511e-01
3.737373737373737570e-01,5.070351495287087618e-01
3.838383838383838675e-01,4.968087571332938657e-01
3.939393939393939781e-01,4.866785826502371126e-01
4.040404040404040886e-01,4.766422402198360331e-01
4.141414141414141992e-01,4.666974546900288789e-01
4.242424242424242542e-01,4.568420543181659355e-01
4.343434343434343647e-01,4.470739640784731073e-01
4.444444444444444753e-01,4.373911995149940557e-01
4.545454545454545858e-01,4.277918610867811888e-01
4.646464646464646964e-01,4.182741289581483057e-01
4.747474747474748069e-01,4.088362581920790828e-01
4.848484848484848619e-01,3.994765743094640942e-01
4.949494949494949725e-01,3.901934691808718880e-01
5.050505050505050830e-01,3.809853972210800466e-01
5.151515151515152491e-01,3.718508718596891804e-01
5.252525252525253041e-01,3.627884622638801737e-01
5.353535353535353591e-01,3.537967902917829588e-01
5.454545454545455252e-01,3.448745276570611140e-01
5.555555555555555802e-01,3.360203932872138366e-01
5.656565656565657463e-01,3.272331508597729477e-01
5.757575757575758013e-01,3.185116065020814902e-01
5.858585858585858563e-01,3.098546066416655864e-01
5.959595959595960224e-01,3.012610359954180361e-01
6.060606060606060774e-01,2.927298156868741730e-01
6.161616161616162435e-01,2.842599014818196212e-01
6.262626262626262985e-01,2.758502821333380650e-01
6.363636363636364646e-01,2.674999778281724749e-01
6.464646464646465196e-01,2.592080387269830588e-01
6.565656565656565746e-01,2.509735435917012647e-01
6.666666666666667407e-01,2.427955984937638645e-01
6.767676767676767957e-01,2.346733355975116064e-01
6.868686868686869618e-01,2.266059120135159033e-01
6.969696969696970168e-01,2.185925087170119963e-01
7.070707070707071829e-01,2.106323295270039753e-01
7.171717171717172379e-01,2.027246001419601429e-01
7.272727272727272929e-01,1.948685672283288761e-01
7.373737373737374590e-01,1.870634975584023196e-01
7.474747474747475140e-01,1.793086771943160906e-01
7.575757575757576801e-01,1.716034107152124288e-01
7.676767676767677351e-01,1.639470204848263724e-01
7.777777777777777901e-01,1.563388459569411137e-01
7.878787878787879562e-01,1.487782430163597236e-01
7.979797979797980112e-01,1.412645833532009398e-01
8.080808080808081773e-01,1.337972538684845669e-01
8.181818181818182323e-01,1.263756561091224639e-01
8.282828282828283983e-01,1.189992057305502143e-01
8.383838383838384534e-01,1.116673319853725560e-01
8.484848484848485084e-01,1.043794772364921575e-01
8.585858585858586745e-01,9.713509649330641371e-02
8.686868686868687295e-01,8.993365696964611411e-02
8.787878787878788955e-01,8.277463766221959673e-02
8.888888888888889506e-01,7.565752894840868659e-02
8.989898989898991166e-01,6.858183220233647626e-02
9.090909090909091717e-01,6.154705942819840153e-02
9.191919191919192267e-01,5.455273290991084767e-02
9.292929292929293927e-01,4.759838487619376390e-02
9.393939393939394478e-01,4.068355715924344002e-02
9.494949494949496138e-01,3.380780097590418282e-02
9.595959595959596689e-01,2.697067649736156064e-02
9.696969696969697239e-01,2.017175266310189050e-02
9.797979797979798899e-01,1.341060688705900290e-02
9.898989898989899450e-01,6.686824787677742542e-03
1.000000000000000000e+00,0.000000000000000000e+00
