0.000000000000000000e+00,1.000000000000000000e+00
1.010101010101010187e-02,9.654302784059369813e-01
2.020202020202020374e-02,9.329127114454680569e-01
3.030303030303030387e-02,9.022412344614278989e-01
4.040404040404040747e-02,8.732386083122714027e-01
5.050505050505051108e-02,8.457512257435424452e-01
6.060606060606060774e-02,8.196450672193497100e-01
7.070707070707071829e-02,7.948025041474904295e-01
8.080808080808081495e-02,7.711197392495626746e-01
9.090909090909091161e-02,7.485047340344739286e-01
1.010101010101010222e-01,7.268755140446357954e-01
1.111111111111111188e-01,7.061587707793768320e-01
1.212121212121212155e-01,6.862886992077915638e-01
1.313131313131313260e-01,6.672060242257793483e-01
1.414141414141414366e-01,6.488571800075633167e-01
1.515151515151515194e-01,6.311936140874367940e-01
1.616161616161616299e-01,6.141711939517056074e-01
1.717171717171717404e-01,5.977496984536467828e-01
1.818181818181818232e-01,5.818923798572894768e-01
1.919191919191919338e-01,5.665655850333195520e-01
2.020202020202020443e-01,5.517384264631887136e-01
2.121212121212121271e-01,5.373824953949777328e-01
2.222222222222222376e-01,5.234716108396879619e-01
2.323232323232323482e-01,5.099815991763758660e-01
2.424242424242424310e-01,4.968901000068480789e-01
2.525252525252525415e-01,4.841763946096699911e-01
2.626262626262626521e-01,4.718212539228093805e-01
2.727272727272727626e-01,4.598068034605354848e-01
2.828282828282828731e-01,4.481164029635821278e-01
2.929292929292929282e-01,4.367345389080418694e-01
3.030303030303030387e-01,4.256467282705900246e-01
3.131313131313131493e-01,4.148394321754514946e-01
3.232323232323232598e-01,4.042999782400025222e-01
3.333333333333333703e-01,3.940164905974666842e-01
3.434343434343434809e-01,3.839778267119797750e-01
3.535353535353535914e-01,3.741735202175705544e-01
3.636363636363636465e-01,3.645937291117324897e-01
3.737373737373737570e-01,3.552291887190607289e-01
3.838383838383838675e-01,3.460711689131711344e-01
3.939393939393939781e-01,3.371114351477180193e-01
4.040404040404040886e-01,3.283422129013394697e-01
4.141414141414141992e-01,3.197561551880888087e-01
4.242424242424242542e-01,3.113463128254480017e-01
4.343434343434343647e-01,3.031061071872659385e-01
4.444444444444444753e-01,2.950293051996925042e-01
4.545454545454545858e-01,2.871099963650205478e-01
4.646464646464646964e-01,2.793425716218538302e-01
4.747474747474748069e-01,2.717217038706479793e-01
4.848484848484848619e-01,2.642423300118010299e-01
4.949494949494949725e-01,2.568996343594589504e-01
5.050505050505050830e-01,2.496890333083006674e-01
5.151515151515152491e-01,2.426061611430487541e-01
5.252525252525253041e-01,2.356468568915052464e-01
5.353535353535353591e-01,2.288071521317247004e-01
5.454545454545455252e-01,2.220832596726627084e-01
5.555555555555555802e-01,2.154715630354060996e-01
5.656565656565657463e-01,2.089686066690242539e-01
5.757575757575758013e-01,2.025710868412736732e-01
5.858585858585858563e-01,1.962758431499260214e-01
5.959595959595960224e-01,1.900798506054590942e-01
6.060606060606060774e-01,1.839802122403036977e-01
6.161616161616162435e-01,1.779741522038414958e-01
6.262626262626262985e-01,1.720590093059566617e-01
6.363636363636364646e-01,1.662322309751849692e-01
6.464646464646465196e-01,1.604913676004381118e-01
6.565656565656565746e-01,1.548340672279208130e-01
6.666666666666667407e-01,1.492580705872573188e-01
6.767676767676767957e-01,1.437612064230051057e-01
6.868686868686869618e-01,1.383413871097008974e-01
6.969696969696970168e-01,1.329966045303662137e-01
7.070707070707071829e-01,1.277249262000174079e-01
7.171717171717172379e-01,1.225244916172019694e-01
7.272727272727272929e-01,1.173935088279196570e-01
7.373737373737374590e-01,1.123302511875134274e-01
7.474747474747475140e-01,1.073330543072289756e-01
7.575757575757576801e-01,1.024003131731588689e-01
7.676767676767677351e-01,9.753047942622219968e-02
7.777777777777777901e-01,9.272205879267839124e-02
7.878787878787879562e-01,8.797360865545789110e-02
7.979797979797980112e-01,8.328373575730557699e-02
8.080808080808081773e-01,7.865109402738899858e-02
8.181818181818182323e-01,7.407438252362860687e-02
8.282828282828283983e-01,6.955234348355703033e-02
8.383838383838384534e-01,6.508376047702842115e-02
8.484848484848485084e-01,6.066745665456384218e-02
8.585858585858586745e-01,5.630229308555387974e-02
8.686868686868687295e-01,5.198716718093587819e-02
8.787878787878788955e-01,4.772101119533201513e-02
8.888888888888889506e-01,4.350279080397356779e-02
8.989898989898991166e-01,3.933150375004988708e-02
9.090909090909091717e-01,3.520617855841202959e-02
9.191919191919192267e-01,3.112587331182707640e-02
9.292929292929293927e-01,2.708967448623070262e-02
9.393939393939394478e-01,2.309669584165353201e-02
9.494949494949496138e-01,1.914607736571104224e-02
9.595959595959596689e-01,1.523698426674643600e-02
9.696969696969697239e-01,1.136860601389719921e-02
9.797979797979798899e-01,7.540155421529850729e-03
9.898989898989899450e-01,3.750867775644631599e-03
1.000000000000000000e+00,0.000000000000000000e+00
